Product ID,Brand,Warranty Years,Material,Release Date,Sustainability Rating
TEC-PH-10004100,OfficePro,1,Wood,2014-07-30,A
OFF-ST-10000636,WorkSmart,2,Fabric,2012-07-05,B
TEC-PH-10003174,OfficePro,3,Plastic,2012-07-06,B
OFF-PA-10001497,WorkSmart,2,Glass,2013-02-07,B
OFF-PA-10001952,Staples,3,Composite,2015-01-11,B
OFF-SU-10004661,WorkSmart,5,Composite,2015-11-09,B
OFF-BI-10002026,WorkSmart,5,Glass,2020-12-21,B
OFF-PA-10001826,OfficePro,3,Fabric,2015-03-21,A
TEC-MA-10001031,BizWorks,3,Wood,2020-12-03,B
TEC-MA-10003176,Acme,1,Fabric,2019-07-18,A
TEC-AC-10002647,OfficePro,3,Glass,2023-02-19,A
TEC-PH-10002114,OfficePro,2,Metal,2015-10-22,C
OFF-PA-10001593,OfficePro,5,Fabric,2017-06-25,A
TEC-AC-10004803,Global,1,Paper,2017-08-01,B
OFF-PA-10001801,BizWorks,2,Glass,2013-08-14,B
TEC-PH-10000127,Global,2,Paper,2020-03-05,B
OFF-AP-10001564,Global,2,Glass,2019-03-09,B
TEC-AC-10004595,OfficePro,1,Metal,2014-03-09,B
FUR-FU-10002874,Acme,2,Paper,2024-02-08,A
FUR-FU-10003489,OfficePro,3,Paper,2022-12-27,C
TEC-MA-10002073,Staples,2,Plastic,2012-01-30,D
TEC-PH-10004006,Acme,1,Composite,2019-05-06,A
OFF-BI-10000279,Global,3,Paper,2013-09-19,B
OFF-PA-10000300,WorkSmart,1,Composite,2015-12-31,B
OFF-BI-10004308,WorkSmart,1,Glass,2019-07-14,A
TEC-PH-10004080,BizWorks,2,Wood,2012-08-06,B
OFF-PA-10001260,Apex,3,Fabric,2015-09-11,B
OFF-ST-10004946,BizWorks,2,Plastic,2014-11-02,A
OFF-PA-10002109,Acme,2,Glass,2010-01-28,D
TEC-MA-10004255,Global,1,Metal,2016-10-06,B
FUR-FU-10003095,Acme,2,Wood,2016-12-13,B
FUR-FU-10000820,Acme,1,Plastic,2010-06-09,C
TEC-MA-10002930,WorkSmart,5,Plastic,2017-12-02,A
OFF-PA-10003205,OfficePro,3,Glass,2021-04-06,B
OFF-LA-10002368,Staples,2,Metal,2024-04-19,B
TEC-MA-10003230,Apex,2,Metal,2020-03-11,B
OFF-PA-10000295,Global,3,Composite,2020-03-20,B
OFF-SU-10004884,Acme,2,Fabric,2016-10-07,A
FUR-FU-10002240,Apex,1,Glass,2023-09-09,A
FUR-FU-10001057,Acme,1,Wood,2023-04-13,A
FUR-CH-10002073,WorkSmart,2,Fabric,2014-04-20,D
OFF-AP-10003278,Staples,5,Wood,2012-04-16,A
TEC-PH-10002070,WorkSmart,1,Plastic,2023-08-30,A
FUR-FU-10000277,Apex,1,Paper,2020-10-13,D
TEC-AC-10004420,Global,2,Paper,2016-04-05,B
TEC-PH-10004094,Acme,3,Glass,2019-04-29,B
TEC-MA-10002790,Staples,1,Metal,2017-04-24,A
OFF-AP-10001634,WorkSmart,1,Metal,2021-04-05,B
OFF-PA-10001837,Apex,2,Plastic,2022-12-31,A
OFF-AR-10003896,WorkSmart,2,Plastic,2021-12-04,B
OFF-BI-10002897,Acme,1,Wood,2014-06-16,D
OFF-PA-10001243,Acme,1,Plastic,2015-02-10,B
FUR-FU-10003806,Global,2,Glass,2010-07-24,A
TEC-MA-10000904,Staples,2,Wood,2019-10-20,B
OFF-LA-10002473,OfficePro,5,Fabric,2018-09-10,B
FUR-FU-10003374,WorkSmart,2,Metal,2012-03-02,B
TEC-MA-10001856,Acme,1,Metal,2021-03-16,B
OFF-ST-10003641,Apex,2,Paper,2024-05-03,B
OFF-AR-10004707,WorkSmart,2,Paper,2020-04-05,B
TEC-MA-10004086,Global,1,Glass,2013-01-10,D
TEC-MA-10001695,Global,5,Metal,2012-12-26,C
FUR-FU-10002506,Acme,3,Glass,2014-05-27,A
TEC-AC-10004518,Acme,1,Fabric,2015-01-14,C
OFF-AP-10000027,Acme,1,Fabric,2023-11-23,A
OFF-PA-10002558,BizWorks,1,Composite,2019-04-21,C
TEC-AC-10000926,OfficePro,1,Wood,2010-03-08,A
OFF-PA-10001846,Acme,2,Paper,2023-02-01,B
TEC-MA-10003673,WorkSmart,2,Wood,2013-07-02,C
FUR-BO-10001567,WorkSmart,5,Paper,2021-05-21,A
FUR-FU-10001379,BizWorks,1,Composite,2012-03-24,C
TEC-MA-10000984,BizWorks,2,Metal,2011-02-07,B
OFF-AR-10000937,Staples,3,Glass,2015-06-26,B
FUR-FU-10002030,Apex,2,Wood,2021-05-29,B
OFF-FA-10000254,Acme,1,Paper,2018-01-04,D
OFF-AP-10004136,WorkSmart,1,Wood,2018-03-13,A
TEC-AC-10002370,BizWorks,1,Metal,2012-12-22,B
OFF-AR-10003986,WorkSmart,5,Glass,2021-11-19,C
OFF-SU-10004290,WorkSmart,5,Plastic,2017-01-10,D
TEC-MA-10004552,BizWorks,5,Paper,2022-04-16,C
OFF-PA-10000312,OfficePro,3,Plastic,2012-02-11,B
OFF-PA-10001001,BizWorks,1,Composite,2020-01-21,D
OFF-PA-10001583,BizWorks,5,Glass,2018-11-23,C
TEC-MA-10002694,Apex,5,Fabric,2014-07-28,C
TEC-MA-10004626,BizWorks,1,Wood,2014-04-06,A
TEC-PH-10004241,Global,1,Paper,2018-02-06,B
OFF-SU-10003936,BizWorks,2,Wood,2013-02-25,B
TEC-MA-10003337,WorkSmart,1,Composite,2013-05-02,B
OFF-PA-10000210,Acme,1,Composite,2016-02-10,B
OFF-AR-10003477,WorkSmart,5,Wood,2021-11-21,A
FUR-CH-10002317,Apex,5,Paper,2020-10-19,B
OFF-LA-10004677,Global,1,Glass,2015-08-05,A
FUR-CH-10002780,BizWorks,2,Metal,2011-12-07,A
OFF-EN-10001535,OfficePro,3,Glass,2017-04-23,B
TEC-MA-10003493,Staples,2,Metal,2015-10-15,C
TEC-AC-10002380,BizWorks,1,Fabric,2018-02-25,B
TEC-PH-10002817,Acme,3,Glass,2021-11-28,A
TEC-MA-10003589,Staples,3,Wood,2021-12-27,A
OFF-AP-10003099,OfficePro,5,Wood,2011-02-27,B
TEC-PH-10002645,Apex,1,Paper,2015-07-15,C
OFF-ST-10001627,Apex,1,Wood,2020-05-21,B
